id	surface form	sign span	morphological parsing	DULAT	POS	gloss	comments
159737	bˤl	[bʿl  ]  	bˤl(II)/	bʕl (II)	n. m. sg. cstr. nom.	lord	
159738	arṣ	[arṣ]	arṣ/	ảrṣ	n. f. sg. abs. gen.	earth	
# KTU 1.6 III:2							
159739	w	w 	w	w	conj.	and	
159740	hm	hm  	hm(II)	hm (II)	conj./interr. functor	if	DULAT cites hm (II): w hm ḥy … w hm iṯ.
159741	ḥy	ḥy  	ḥy(I)/	ḥy (I)	adj. m. sg. abs. nom.	alive	'if Mightiest Baal is alive'.
159741	ḥy	ḥy  	ḥy[	/ḥ-y-y/	vb G suffc. 3 m. sg.	alive	EUPT: G suffc. 'he lives/revived' (ḥyy). | Huehnergard lemma
159742	aliyn	a[liyn  ]  	aliyn/	ảlỉyn	adj. m. sg. abs. nom.	The Very / Most Powerful	
159743	bˤl	[bʿl]	bˤl(II)/	bʕl (II)	DN m. sg. abs. nom.	Baʿlu/Baal	
# KTU 1.6 III:3							
159744	w	w 	w	w	conj.	and	
159745	hm	hm  	hm(II)	hm (II)	conj./interr. functor	if	
159746	iṯ	iṯ  	iṯ(I)/	ỉṯ (I)	n. m. sg. abs. nom.	presence, existence	'if the Prince, Lord of the Earth, exists'.
159746	iṯ	iṯ  	iṯ(I)	ỉṯ (I)	existential functor	there is	DULAT ỉṯ (I) n. 'existence', functions as existential particle (EUPT: Existenzpart.).
159747	zbl	zbl  	zbl(I)/	zbl (I)	n. m. sg. cstr. nom.	prince	
159748	bˤl	bʿl[  ]  	bˤl(II)/	bʕl (II)	n. m. sg. cstr. nom.	lord	
159749	arṣ	[arṣ]	arṣ/	ảrṣ	n. f. sg. abs. gen.	earth	
# KTU 1.6 III:4							
159750	b	b 	b	b	prep.	in	
159751	ḥlm	ḥlm  	ḥlm(I)/	ḥlm (I)	n. m. sg. cstr. gen.	dream	b ḥlm lṭpn 'in a dream of the Benevolent…'.
159752	lṭpn	lṭpn  	lṭpn/	lṭpn	adj. m. sg. abs. gen.	the Benevolent	Epithet of El.
159753	il	il  	il(I)/	ỉl (I)	DN m. sg. abs. gen.	ʾIlu/El	
159754	d	d 	d	d	det. or rel. functor	the one of	
159755	pid	pid	pid/	pỉd	n. m. sg. abs. gen.	heart	il d pid 'El the kind-hearted'.
# KTU 1.6 III:5							
159756	b	b 	b	b	prep.	in	
159757	ḏrt	ḏrt  	ḏr(t/t	ḏrt	n. f. sg. cstr. gen.	vision	
159758	bny	bny  	bny/	bny	n. m. sg. cstr. gen.	creator, builder	bny bnwt 'the Creator of Creatures' (UNP); DULAT cites bny here.
159759	bnwt	bnwt	bn&w(t(II)/t=	bnt (II)	n. f. pl. abs. gen.	creatures, produce	DULAT: bnwt → bnt (II).
# KTU 1.6 III:6							
159760	šmm	šmm  	šm(m(I)/m	šmm (I)	n. m. pl./du. tant. abs. nom.	heavens	
159761	šmn	šmn  	šmn(I)/	šmn (I)	n. m. sg. abs. acc.	oil	'the heavens rain oil'.
159762	tmṭrn	tmṭrn	!t!mṭr[~n	/m-ṭ-r/	vb G prefc. 3 m. du.	to rain	Subject šmm (du./pl.).
# KTU 1.6 III:7							
159763	nḫlm	nḫlm  	nḫl(I)/m	nḫl (I)	n. m. pl. abs. nom.	torrent, wadi	
159764	tlk	tlk  	!t!(hlk[:w	/h-l-k/	vb G prefc. 3 m. pl.	to go, run, flow	'the wadis run with honey'.
159765	nbtm	nbtm	nb(t/t~m	nbt	n. f. sg. abs. acc.	honey	DULAT cites -m (I) (encl.) here, not du./pl.; EUPT genders m.
# KTU 1.6 III:8							
159766	w	w 	w	w	conj.	and	
159767	idˤ	idʿ  	!(ʔ&i!(ydˤ(I)[	/y-d-ʕ/ (I)	vb G prefc. 1 c. sg.	to know	'so that I may know that Mightiest Baal is alive'.
159768	k	k 	k(III)	k (III)	subordinating / completive functor	that	
159769	ḥy	ḥy  	ḥy(I)/	ḥy (I)	adj. m. sg. abs. nom.	alive	
159769	ḥy	ḥy  	ḥy[	/ḥ-y-y/	vb G suffc. 3 m. sg.	alive	EUPT: G suffc. 'he lives/revived' (ḥyy). | Huehnergard lemma
159770	aliyn	aliyn  	aliyn/	ảlỉyn	adj. m. sg. abs. nom.	The Very / Most Powerful	
159771	bˤl	bʿl	bˤl(II)/	bʕl (II)	DN m. sg. abs. nom.	Baʿlu/Baal	
# KTU 1.6 III:9							
159772	xk	[[x]]k  	?	?	?	?	= [w] k (III) 'that'? (broken).
159773	iṯ	iṯ  	iṯ(I)/	ỉṯ (I)	n. m. sg. abs. nom.	presence, existence	
159773	iṯ	iṯ  	iṯ(I)	ỉṯ (I)	existential functor	there is	DULAT ỉṯ (I) n. 'existence', functions as existential particle (EUPT: Existenzpart.).
159774	zbl	zbl  	zbl(I)/	zbl (I)	n. m. sg. cstr. nom.	prince	
159775	bˤl	bʿl  	bˤl(II)/	bʕl (II)	n. m. sg. cstr. nom.	lord	
159776	arṣ	arṣ	arṣ/	ảrṣ	n. f. sg. abs. gen.	earth	
# KTU 1.6 III:10							
159777	b	b 	b	b	prep.	in	
159778	ḥlm	ḥlm  	ḥlm(I)/	ḥlm (I)	n. m. sg. cstr. gen.	dream	DULAT cites ḥlm (I) here.
159779	lṭpn	lṭpn  	lṭpn/	lṭpn	adj. m. sg. abs. gen.	the Benevolent	
159780	il	il 	il(I)/	ỉl (I)	DN m. sg. abs. gen.	ʾIlu/El	
159781	d	d 	d	d	det. or rel. functor	the one of	
159782	pid	pid	pid/	pỉd	n. m. sg. abs. gen.	heart	
# KTU 1.6 III:11							
159783	b	b 	b	b	prep.	in	
159784	ḏrt	ḏrt  	ḏr(t/t	ḏrt	n. f. sg. cstr. gen.	vision	
159785	bny	bny  	bny/	bny	n. m. sg. cstr. gen.	creator, builder	
159786	bnwt	bnwt	bn&w(t(II)/t=	bnt (II)	n. f. pl. abs. gen.	creatures, produce	
# KTU 1.6 III:12							
159787	šmm	šmm  	šm(m(I)/m	šmm (I)	n. m. pl./du. tant. abs. nom.	heavens	
159788	šmn	šmn  	šmn(I)/	šmn (I)	n. m. sg. abs. acc.	oil	
159789	tmṭrn	tmṭrn	!t!mṭr[~n	/m-ṭ-r/	vb G prefc. 3 m. du.	to rain	
# KTU 1.6 III:13							
159790	nḫlm	nḫlm  	nḫl(I)/m	nḫl (I)	n. m. pl. abs. nom.	torrent, wadi	
159791	tlk	tlk  	!t!(hlk[:w	/h-l-k/	vb G prefc. 3 m. pl.	to go, run, flow	
159792	nbtm	nbtm	nb(t/t~m	nbt	n. f. sg. abs. acc.	honey	EUPT genders m.
# KTU 1.6 III:14							
159793	šmḫ	šmḫ  	šmḫ[	/š-m-ḫ/	vb G suffc. 3 m. sg.	to be glad, rejoice	'the Benevolent El the Benign rejoices' (UNP); DULAT cites /š-m-ḫ/ here.
159793	šmḫ	šmḫ  	!!šmḫ[/	/š-m-ḫ/	vb G inf.	to be glad, rejoice	EUPT: G-Inf.
159794	lṭpn	lṭpn  	lṭpn/	lṭpn	adj. m. sg. abs. nom.	the Benevolent	
159795	il	il  	il(I)/	ỉl (I)	DN m. sg. abs. nom.	ʾIlu/El	
159796	d	d 	d	d	det. or rel. functor	the one of	
159797	pid	pid	pid/	pỉd	n. m. sg. abs. gen.	heart	
# KTU 1.6 III:15							
159798	pˤnh	pʿnh  	pˤn/+h	pʕn	n. f. du. cstr. acc. + 3 m. sg. suff.	foot	'his feet on the footstool he stamps' (El).
159799	l	l 	l(I)	l (I)	prep.	on	
159800	hdm	hdm  	hdm/	hdm	n. m. sg. abs. gen.	footstool	
159801	yṯpd	yṯpd	!y!ṯpd[	/ṯ-p-d/	vb G prefc. 3 m. sg.	to place, set	
# KTU 1.6 III:16							
159802	w	w 	w	w	conj.	and	
159803	yprq	yprq  	!y!prq[	/p-r-q/	vb G prefc. 3 m. sg.	to part, release	yprq lṣb w yṣḥq 'he parts his brow and laughs' = breaks into a smile.
159804	lṣb	lṣb  	lṣb/	lṣb	n. m. sg. abs. acc.	brow	
159805	w	w 	w	w	conj.	and	
159806	yṣḥq	yṣḥq	!y!ṣḥq[	/ṣ-ḥ-q/	vb G prefc. 3 m. sg.	to laugh	
# KTU 1.6 III:17							
159807	yšu	yšu  	!y!(nš(ʔ[&u	/n-š-ʔ/	vb G prefc. 3 m. sg.	to raise	
159808	gh	gh  	g/+h	g	n. m. sg. cstr. acc. + 3 m. sg. suff.	(loud) voice	
159809	w	w 	w	w	conj.	and	
159810	yṣḥ	yṣḥ 	!y!ṣḥ[	/ṣ-ḥ/	vb G prefc. 3 m. sg.	to exclaim	
# KTU 1.6 III:18							
159811	aṯbn	aṯbn  	!(ʔ&a!(yṯb[~n	/y-ṯ-b/	vb G prefc. 1 c. sg. + energic -n	to sit down	'I can sit and I can rest' (UNP); DULAT: aṯbn w anḫn.
159812	ank	ank  	ank	ảnk	pers. pn. 1 c. sg.	I	
159813	w	w 	w	w	conj.	and	
159814	anḫn	anḫn	!(ʔ&a!nḫ[~n	/n-ḫ/	vb G prefc. 1 c. sg. + energic -n	to rest	
# KTU 1.6 III:19							
159815	w	w 	w	w	conj.	and	
159816	tnḫ	tnḫ  	!t!nḫ[	/n-ḫ/	vb G prefc. 3 f. sg.	to rest	'and the soul in my breast rests'.
159817	b	b 	b	b	prep.	in	
159818	irty	irty  	ir(t/t+y	ỉrt	n. f. sg. cstr. gen. + 1 c. sg. suff.	breast	'my breast'.
159819	npš	npš	npš(I)/	npš (I)	n. f. sg. abs. nom.	throat, soul	
# KTU 1.6 III:20							
159820	k	k 	k(III)	k (III)	subordinating / completive functor	for, because	
159821	ḥy	ḥy  	ḥy(I)/	ḥy (I)	adj. m. sg. abs. nom.	alive	'for Mightiest Baal lives' (UNP).
159821	ḥy	ḥy  	ḥy[	/ḥ-y-y/	vb G suffc. 3 m. sg.	alive	EUPT: G suffc. 'he lives/revived' (ḥyy). | Huehnergard lemma
159822	aliyn	aliyn  	aliyn/	ảlỉyn	adj. m. sg. abs. nom.	The Very / Most Powerful	
159823	bˤl	bʿl	bˤl(II)/	bʕl (II)	DN m. sg. abs. nom.	Baʿlu/Baal	
# KTU 1.6 III:21							
159824	k	k 	k(III)	k (III)	subordinating / completive functor	for, because	
159825	iṯ	iṯ  	iṯ(I)/	ỉṯ (I)	n. m. sg. abs. nom.	presence, existence	
159825	iṯ	iṯ  	iṯ(I)	ỉṯ (I)	existential functor	there is	DULAT ỉṯ (I) n. 'existence', functions as existential particle (EUPT: Existenzpart.).
159826	zbl	zbl  	zbl(I)/	zbl (I)	n. m. sg. cstr. nom.	prince	
159827	bˤl	bʿl  	bˤl(II)/	bʕl (II)	n. m. sg. cstr. nom.	lord	
159828	arṣ	arṣ	arṣ/	ảrṣ	n. f. sg. abs. gen.	earth	
# KTU 1.6 III:22							
159829	gm	gm  	g/~m	g	n. m. sg. + encl. -m	(loud) voice	gm = 'aloud'.
159830	yṣḥ	yṣḥ  	!y!ṣḥ[	/ṣ-ḥ/	vb G prefc. 3 m. sg.	to exclaim	
159831	il	il  	il(I)/	ỉl (I)	DN m. sg. abs. nom.	ʾIlu/El	
159832	l	l 	l(I)	l (I)	prep.	to	
159833	btlt	btlt	btl(t/t	btlt	n. f. sg. abs. gen.	virgin	btlt ˤnt 'Virgin Anat'.
# KTU 1.6 III:23							
159834	ˤnt	ʿnt  	ˤn(t(I)/t	ʕnt (I)	DN f. sg. abs. gen.	ʿAnatu/Anat	
159835	šmˤ	šmʿ  	!!šmˤ[	/š-m-ʕ/	vb G impv. f. sg.	to hear	
159836	l	l 	l(IV)	l (IV)	interj.	oh!	DULAT cites l (IV) here: 'Hear, O Virgin Anat'.
159837	btlt	btlt  	btl(t/t	btlt	n. f. sg. abs. nom.	virgin	
159838	ˤnt	ʿnt	ˤn(t(I)/t	ʕnt (I)	DN f. sg. abs. nom.	ʿAnatu/Anat	
# KTU 1.6 III:24							
159839	rgm	rgm  	!!rgm[	/r-g-m/	vb G impv. f. sg.	to say	'Say to the Lamp of the gods, Šapšu'.
159840	l	l 	l(I)	l (I)	prep.	to	
159841	nrt	nrt  	nr(t(I)/t	nrt (I)	n. f. sg. cstr. gen.	lamp	
159842	ilm	il<m>    	il(I)/m	ỉl (I)	n. m. pl. abs. gen.	god	
159843	špš	špš	špš/	špš	DN f. sg. abs. gen.	Šapšu/Shapsh	
# KTU 1.6 IV:1							
159844	pl	pl  	pl(l[	/p-l(-l)/	vb G suffc. 3 f. pl.	to be cracked, parched	'Parched are the furrows of the fields, O Šapšu' (UNP).
159845	ˤnt	ʿnt  	ˤn(II)/t=	ʕn (II)	n. f. pl. abs. nom.	furrow	DULAT cites ʕn (II) 'furrow' (pl. ʕnt) here — not ʕnt DN.
159846	šdm	šdm  	šd(I)/m	šd (I)	n. m. pl. abs. gen.	open field	
159847	y	y 	y	y	voc. functor	oh!	
159848	špš	špš	špš/	špš	DN f. sg. abs. nom.	Šapšu/Shapsh	
# KTU 1.6 IV:2							
159849	pl	pl  	pl(l[	/p-l(-l)/	vb G suffc. 3 f. pl.	to be cracked, parched	
159850	ˤnt	ʿnt  	ˤn(II)/t=	ʕn (II)	n. f. pl. abs. nom.	furrow	
159851	šdm	šdm   	šd(I)/m	šd (I)	n. m. pl. cstr. gen.	open field	EUPT/construct: bound to the following genitive.
159852	il	il  	il(I)/	ỉl (I)	n. m. sg. abs. gen.	god	šdm il 'the fields of El' (superlative 'vast'?); UNP: 'the grand fields'.
159853	yštk	yštk	!y!št[+k	/š-t/	vb G prefc. 3 m. sg. + 2 m. sg. suff.	to place, set	DULAT: yštk bʕl ʕnt mḥrṯt; UNP: 'May Baal restore the furrows of the ploughed land'.
# KTU 1.6 IV:3							
159854	bˤl	bʿl  	bˤl(II)/	bʕl (II)	DN m. sg. abs. nom.	Baʿlu/Baal	
159855	ˤnt	ʿnt  	ˤn(II)/t=	ʕn (II)	n. f. pl. abs. acc.	furrow	
159856	mḥrṯt	mḥrṯt	mḥrṯ(t/t	mḥrṯt	n. f. sg. abs. gen.	ploughed land	
# KTU 1.6 IV:4							
159857	iy	iy  	iy	ỉy	interr. adv.	where?	'Where is Mightiest Baal?'
159858	aliyn	aliyn  	aliyn/	ảlỉyn	adj. m. sg. abs. nom.	The Very / Most Powerful	
159859	bˤl	bʿl	bˤl(II)/	bʕl (II)	DN m. sg. abs. nom.	Baʿlu/Baal	
# KTU 1.6 IV:5							
159860	iy	iy  	iy	ỉy	interr. adv.	where?	
159861	zbl	zbl  	zbl(I)/	zbl (I)	n. m. sg. cstr. nom.	prince	
159862	bˤl	bʿl  	bˤl(II)/	bʕl (II)	n. m. sg. cstr. nom.	lord	zbl bˤl arṣ 'the Prince, Lord of the Earth'.
159863	arṣ	arṣ	arṣ/	ảrṣ	n. f. sg. abs. gen.	earth	
# KTU 1.6 IV:6							
159864	ttbˤ	ttbʿ  	!t!tbˤ[	/t-b-ʕ/	vb G prefc. 3 f. sg.	to go, depart	DULAT cites ttbˤ btlt ˤnt here s.v. /t-b-ʕ/.
159865	btlt	btlt  	btl(t/t	btlt	n. f. sg. abs. nom.	virgin	
159866	ˤnt	ʿnt  	ˤn(t(I)/t	ʕnt (I)	DN f. sg. abs. nom.	ʿAnatu/Anat	
159867	ix	[[ix]]	?	?	?	?	
# KTU 1.6 IV:7							
159868	idk	idk  	idk	ỉdk	narrative adv. functor	then	
159869	l	l 	l(III)	l (III)	functor	certainly	Journey formula: idk l ttn pnm.
159870	ttn	ttn  	!t!(ytn[	/y-t-n/	vb G prefc. 3 f. sg.	to give, set	
159871	pnm	pnm	pn(m/m	pnm	n. m. pl. tant. abs. acc.	face	
# KTU 1.6 IV:8							
159872	ˤm	ʿm  	ˤm(I)	ʕm (I)	prep.	to, towards	
159873	nrt	nrt  	nr(t(I)/t	nrt (I)	n. f. sg. cstr. gen.	lamp	
159874	ilm	ilm  	il(I)/m	ỉl (I)	n. m. pl. abs. gen.	god	
159875	špš	špš	špš/	špš	DN f. sg. abs. gen.	Šapšu/Shapsh	
# KTU 1.6 IV:9							
159876	tšu	tšu  	!t!(nš(ʔ[&u	/n-š-ʔ/	vb G prefc. 3 f. sg.	to raise	
159877	gh	gh  	g/+h=	g	n. m. sg. cstr. acc. + 3 f. sg. suff.	(loud) voice	'she raises her voice' (Anat).
159878	w	w 	w	w	conj.	and	
159879	tṣḥ	tṣḥ	!t!ṣḥ[	/ṣ-ḥ/	vb G prefc. 3 f. sg.	to exclaim	
# KTU 1.6 IV:10							
159880	tḥm	tḥm  	tḥm/	tḥm	n. m. sg. cstr. nom.	message	'Message of Bull El, your father'.
159881	ṯr	ṯr  	ṯr(I)/	ṯr (I)	n. m. sg. cstr. gen.	bull	Epithet of El.
159882	il	il  	il(I)/	ỉl (I)	DN m. sg. abs. gen.	ʾIlu/El	
159883	abk	abk	ab/+k=	ảb	n. m. sg. cstr. gen. + 2 f. sg. suff.	father	'your father' (El, to Šapšu; cf. 2 f. sg. yġrk IV:23).
# KTU 1.6 IV:11							
159884	hwt	hwt  	hw(t(I)/t	hwt (I)	n. f. sg. cstr. nom.	word	
159885	lṭpn	lṭpn  	lṭpn/	lṭpn	adj. m. sg. abs. gen.	the Benevolent	
159886	ḥtkk	ḥtkk	ḥtk(I)/+k=	ḥtk (I)	n. m. sg. cstr. gen. + 2 f. sg. suff.	progenitor, ruler	'your progenitor' (to Šapšu; DULAT ḥtk (I) 'ruler > progenitor').
# KTU 1.6 IV:12							
159887	pl	pl  	pl(l[	/p-l(-l)/	vb G suffc. 3 f. pl.	to be cracked, parched	
159888	ˤnt	ʿnt  	ˤn(II)/t=	ʕn (II)	n. f. pl. abs. nom.	furrow	
159889	šdm	šdm  	šd(I)/m	šd (I)	n. m. pl. abs. gen.	open field	
159890	y	y 	y	y	voc. functor	oh!	
159891	špš	špš	špš/	špš	DN f. sg. abs. nom.	Šapšu/Shapsh	
# KTU 1.6 IV:13							
159892	pl	pl  	pl(l[	/p-l(-l)/	vb G suffc. 3 f. pl.	to be cracked, parched	
159893	ˤnt	ʿnt  	ˤn(II)/t=	ʕn (II)	n. f. pl. abs. nom.	furrow	
159894	šdm	šdm  	šd(I)/m	šd (I)	n. m. pl. abs. gen.	open field	
159895	il	il   	il(I)/	ỉl (I)	n. m. sg. abs. gen.	god	šdm il 'the fields of El' (superlative?).
159896	yštk	yštk	!y!št[+k	/š-t/	vb G prefc. 3 m. sg. + 2 m. sg. suff.	to place, set	
# KTU 1.6 IV:14							
159897	bˤl	bʿl  	bˤl(II)/	bʕl (II)	DN m. sg. abs. nom.	Baʿlu/Baal	
159898	ˤnt	ʿnt  	ˤn(II)/t=	ʕn (II)	n. f. pl. abs. acc.	furrow	
159899	mḥrṯth	mḥrṯth	mḥrṯ(t/t+h	mḥrṯt	n. f. sg. cstr. gen. + 3 m. sg. suff.	ploughed land	'his ploughland' (Baal).
# KTU 1.6 IV:15							
159900	iy	iy  	iy	ỉy	interr. adv.	where?	DULAT cites ỉy here.
159901	aliyn	aliyn  	aliyn/	ảlỉyn	adj. m. sg. abs. nom.	The Very / Most Powerful	
159902	bˤl	bʿl	bˤl(II)/	bʕl (II)	DN m. sg. abs. nom.	Baʿlu/Baal	
# KTU 1.6 IV:16							
159903	iy	iy  	iy	ỉy	interr. adv.	where?	
159904	zbl	zbl  	zbl(I)/	zbl (I)	n. m. sg. cstr. nom.	prince	
159905	bˤl	bʿl  	bˤl(II)/	bʕl (II)	n. m. sg. cstr. nom.	lord	
159906	arṣ	arṣ	arṣ/	ảrṣ	n. f. sg. abs. gen.	earth	
# KTU 1.6 IV:17							
159907	w	w 	w	w	conj.	and	
159908	tˤn	tʿn  	!t!ˤn(y(I)[	/ʕ-n-y/ (I)	vb G prefc. 3 f. sg.	to answer	
159909	nrt	nrt  	nr(t(I)/t	nrt (I)	n. f. sg. cstr. nom.	lamp	
159910	ilm	ilm  	il(I)/m	ỉl (I)	n. m. pl. abs. gen.	god	
159911	špš	špš	špš/	špš	DN f. sg. abs. nom.	Šapšu/Shapsh	
# KTU 1.6 IV:18							
159912	šd	šd 	!!šd(y[	/š-d-y/	vb G impv. f. sg.	to pour	DULAT cites /š-d-y/: šd yn ʕn b qbʕt 'pour sparkling wine from the goblet'.
159913	yn	yn  	yn/	yn	n. m. sg. cstr. acc.	wine	
159914	ˤn	ʿn  	ˤn(I)/	ʕn (I)	n. f. sg. abs. gen.	eye	yn ˤn 'sparkling wine' (lit. 'wine of the eye'); DULAT ʕn (I).
159915	b	b  	b	b	prep.	in, from	
159916	qbˤt	qbʿt  	qbˤ(t/t	qbʕt	n. f. sg. abs. gen.	goblet	
159917	t	t	!t!(ybl[	/y-b-l/	vb G prefc. 3 f. sg.	to carry, bring	MERGE WITH THE NEXT: t+bl = tbl, split across lines IV:18/19; DULAT: tbl lyt ʕl ủmtk.
# KTU 1.6 IV:19							
159918	bl	bl  	!t!(ybl[	/y-b-l/	vb G prefc. 3 f. sg.	to carry, bring	MERGE WITH THE PREVIOUS.
159919	lyt	lyt  	ly(t/t	lyt	n. f. sg. abs. acc.	retinue, garland	DULAT: sg. lyt 'retinue'.
159920	ˤl	ʿl  	ˤl(I)	ʕl (I)	prep.	upon	
159921	umtk	umtk	um(t/t+k=	umt	n. f. sg. cstr. gen. + 2 f. sg. suff.	clan, tribe	'your clan' (to Šapšu).
# KTU 1.6 IV:20							
159922	w	w 	w	w	conj.	and	
159923	abqṯ	abqṯ  	!(ʔ&a!bqṯ[	/b-q-ṯ/	vb G prefc. 1 c. sg.	to search for	'and I will search for Mightiest Baal'; Ksenia reads D (:d).
159924	aliyn	aliyn  	aliyn/	ảlỉyn	adj. m. sg. abs. acc.	The Very / Most Powerful	
159925	bˤl	bʿl	bˤl(II)/	bʕl (II)	DN m. sg. abs. acc.	Baʿlu/Baal	
# KTU 1.6 IV:21							
159926	w	w 	w	w	conj.	and	
159927	tˤn	tʿn  	!t!ˤn(y(I)[	/ʕ-n-y/ (I)	vb G prefc. 3 f. sg.	to answer	
159928	btlt	btlt  	btl(t/t	btlt	n. f. sg. abs. nom.	virgin	
159929	ˤnt	ʿnt	ˤn(t(I)/t	ʕnt (I)	DN f. sg. abs. nom.	ʿAnatu/Anat	
# KTU 1.6 IV:22							
159930	an	an  	an(II)	ản (II)	adv.	wherever	DULAT: ản l ản y špš 'wherever (you go), O Šapšu'.
159931	l	l  	l(I)	l (I)	prep.	to	
159932	an	an  	an(II)	ản (II)	adv.	wherever	
159933	y	y 	y	y	voc. functor	oh!	
159934	špš	špš  	špš/	špš	DN f. sg. abs. nom.	Šapšu/Shapsh	
159935	a	[[a]]	?	?	?	?	
# KTU 1.6 IV:23							
159936	an	an  	an(II)	ản (II)	adv.	wherever	
159937	l	l  	l(I)	l (I)	prep.	to	
159938	an	an  	an(II)	ản (II)	adv.	wherever	
159939	il	il  	il(I)/	ỉl (I)	DN m. sg. abs. nom.	ʾIlu/El	'may El guard you'.
159940	yġrk	yġr[k]	!y!(nġr[+k=	/n-ġ-r/	vb G prefc. 3 m. sg. + 2 f. sg. suff.	to protect, guard	Assimilated n marked (n.
# KTU 1.6 IV:24							
159941	tġrk	tġrk  	!t!(nġr[+k=	/n-ġ-r/	vb G prefc. + 2 f. sg. suff.	to protect, guard	Epistolary blessing 'may … guard you in peace'; subject lost.
159942	šlm	šlm[            ]            	šlm(I)/	šlm (I)	n. m. sg. abs. acc.	peace, well-being	Adverbial: 'in peace'.
# KTU 1.6 IV:25							
159943	yštd	yštd  	!y!š]t]d(y[	/š-d-y/	vb Gt prefc. 3 m. sg.	to pour	DULAT cites /š-d-y/ here.
159944	x	x[                 ]                 	?	?	?	?	
# KTU 1.6 IV:26							
159945	dr	dr  	dr/	dr	n. m. sg. cstr.	circle, assembly	DULAT cites dr here.
159946	x	x[                   ]                   	?	?	?	?	
# KTU 1.6 IV:27							
159947	r	r[                           ]                           	?	?	?	?	
# KTU 1.6 IV:28							
159948	x	x[                         ]                         	?	?	?	?	
# KTU 1.6 IV:29							
159949		…	?	?	?	?	
# KTU 1.6 V:1							
159950	yiḫd	yiḫd  	!y!(ʔ&iḫd[	/ʔ-ḫ-d(/ḏ)/	vb G prefc. 3 m. sg.	to seize, grasp	'Baal seizes the sons of Athirat' (DULAT).
159951	bˤl	bʿl  	bˤl(II)/	bʕl (II)	DN m. sg. abs. nom.	Baʿlu/Baal	
159952	bn	bn  	bn(I)/	bn (I)	n. m. pl. cstr. acc.	son	
159953	aṯrt	aṯrt	aṯr(t(II)/t	ảṯrt (II)	DN f. sg. abs. gen.	Athirat/Asherah	Ksenia chose ảṯrt (I) 'back part of the head' — here the goddess.
# KTU 1.6 V:2							
159954	rbm	rbm  	rb(I)/m	rb (I)	adj. m. pl. abs. acc.	great	'the great ones he strikes with a scimitar'.
159955	ymḫṣ	ymḫṣ  	!y!mḫṣ[	/m-ḫ-ṣ/	vb G prefc. 3 m. sg.	to strike, smite	
159956	b	b 	b	b	prep.	with	
159957	ktp	ktp	ktp(I)/	ktp (I)	n. f. sg. abs. gen.	shoulder	b ktp 'with a scimitar' (DULAT's rendering here).; EUPT genders m.
# KTU 1.6 V:3							
159958	dkym	dkym  	d k(I) ym(II)/	d; k (I); ym (II)	det. or rel. functor; prep.; n. m. sg. abs. gen.	the ones of; like; sea	DULAT segments d-k-ym 'those who are like Yam'; others read dkym 'waves/pounders'.
159959	ymḫṣ	ymḫṣ  	!y!mḫṣ[	/m-ḫ-ṣ/	vb G prefc. 3 m. sg.	to strike, smite	
159960	b	b 	b	b	prep.	with	
159961	ṣmd	ṣmd	ṣmd/	ṣmd	n. m. sg. abs. gen.	pair	b ṣmd 'with a mace' (the twin-mace weapon).
# KTU 1.6 V:4							
159962	ṣġrm	ṣġrm  	ṣġr(I)/m	ṣġr (I)	adj. m. pl. abs. acc.	small, young	'the small ones he drags to the ground'.
159963	ymṣḫ	ymṣḫ  	!y!mṣḫ[	/m-ṣ-ḥ/	vb G prefc. 3 m. sg.	to pull, drag	DULAT s.v. /m-ṣ-ḥ/: ṣġrm ymṣḫ l ảrṣ.
159963	ymṣḫ	ymṣḫ  	!y!mṣḫ[:d	/m-ṣ-ḥ/	vb D prefc. 3 m. sg.	to pull, drag	EUPT: D-stem (unwritten gemination; both viable).
159964	l	l 	l(I)	l (I)	prep.	to	
159965	arṣ	arṣ	arṣ/	ảrṣ	n. f. sg. abs. gen.	earth	
# KTU 1.6 V:5							
159966	p	p 	p(I)	p (I)	conj. functor	and	
159967	yṯb	y[ṯb ]  	!y!(yṯb[	/y-ṯ-b/	vb G prefc. 3 m. sg.	to sit down	'Baal sits on the throne of his kingship'.
159968	bˤl	bʿl  	bˤl(II)/	bʕl (II)	DN m. sg. abs. nom.	Baʿlu/Baal	
159969	l	l 	l(I)	l (I)	prep.	on	
159970	ksi	ksi  	ks(u/&i	ks/śủ	n. m. sg. cstr. gen.	seat, throne	
159971	mlkh	mlkh	mlk(II)/+h	mlk (II)	n. m. sg. cstr. gen. + 3 m. sg. suff.	kingdom	'his kingdom'.
# KTU 1.6 V:6							
159972	l	l[ ] 	l(I)	l (I)	prep.	to	Migrated from legacy reviewed tokenization.
159973	nḫt	[n]ḫ[t]    	nḫ(t/t	nḫt	n. f. sg. cstr. gen.	divan	Migrated from legacy reviewed tokenization.
159974	l	l 	l(I)	l (I)	prep.	on	
159975	kḥṯ	kḥṯ  	kḥṯ/	kḥṯ	n. m. sg. cstr. gen.	throne	
159976	drkth	drkth	drk(t/t+h	drkt	n. f. sg. cstr. gen. + 3 m. sg. suff.	rule, power	'the throne of his dominion'.
# KTU 1.6 V:7							
159977	l	l 	l(III)	l (III)	functor	certainly	
159978	ymm	[y]mm    	ym(I)/m	ym (I)	n. m. pl. abs. nom.	day	Migrated from legacy reviewed tokenization.
