id	surface form	sign span	morphological parsing	DULAT	POS	gloss	comments
160892	rbm	rbm   	rb(I)/(t&m	rb (I)	adj. f. sg. abs. gen.	great	Surface rbm is a scribal m for expected feminine rbt (Martijn/Tania); it agrees with Udum after l.
160893	w	w 	w	w	conj.	and	
160894	l	l  	l(I)	l (I)	prep.	to	
160895	udm	udm  	udm/	ủdm	TN sg. abs. gen.	ủdm	
160896	ṯrrt	ṯrrt	ṯrr(t/t	ṯrrt	adj. f. sg. abs. gen.	powerful	Genitive after l and in agreement with Udum (EUPT Gen. f. sg.).
# KTU 1.14 III:6							
160897	w	w 	w	w	conj.	and	
160898	grnn	gr{.}nn    	!!gr(y[:d~nn	/g-r(-y)/	vb D impv. m. sg. + energic -nn	to attack	Primary EUPT D imperative; Martijn/Tania identify gr + separately written nn as one energized form. EUPT further sees a fused 3 f. sg. object suffix, which -nn does not distinguish securely.
160898	grnn	gr{.}nn    	!!gr(y[~nn	/g-r(-y)/	vb G impv. m. sg. + energic -nn	to attack	Alt. DULAT G-stem in the direct attestation 'attack the cities'.
160899	ˤrm	ʿrm  	ˤr(I)/m	ʕr (I)	n. f. pl. abs. acc.	city	Primary Martijn/Tania and DULAT plural 'cities', object of grnn.
160899	ˤrm	ʿrm  	ˤr(I)/~m	ʕr (I)	n. f. sg. abs. acc. + encl. -m	city	Alt. EUPT ˤîrama, Akk. f. sg. with emphatic -m.
160900	šrn	šrn	!!šr(II)[~n	/š-r/ (II)	vb G impv. m. sg. + energic -n	to besiege	Martijn/Tania imperative 'besiege' with energic -n; DULAT cites /š-r/ II for this clause. The older ~n(I) notation is normalized to canonical ~n.
# KTU 1.14 III:7							
160901	pdrm	pdrm  	pdr(I)/m	pdr (I)	n. m. pl. abs. acc.	town	DULAT and Martijn/Tania read plural 'towns'; EUPT's feminine dual conflicts with DULAT's masculine lexeme.
160902	sˤt	sʿt  	sˤ[/t=	/s-ʕ/	vb G pass. ptcpl. f. pl. abs. nom.	to sweep, remove	Primary Martijn/Tania passive participle predicated of pdrm; /t= is the feminine plural formative.
160902	sˤt	sʿt  	sˤ[t===	/s-ʕ/	vb G suffc. 3 f. sg.	to sweep, remove	Alt. EUPT G-SK 3 f. sg. saˤât.
160903	b	b 	b	b	prep.	in	
160904	šdm	šdm	šd(I)/m	šd (I)	n. m. pl. abs. gen.	cultivated field	Object of b in b šdm 'from/in the fields'; plural -m (DULAT; Martijn/Tania).
# KTU 1.14 III:8							
160905	ḥṭbh	ḥṭbh   	ḥṭb&h[/(t=	?	vb G act. ptcpl. f. pl. abs. nom.	to cut wood	Primary Martijn/Tania active participle used as an agent noun; written h is explicit and /t= supplies the feminine plural. DULAT lexicalizes the occupation rather than supplying a verbal root.
160905	ḥṭbh	ḥṭbh   	ḥṭb&h[/(t	?	vb G act. ptcpl. f. sg. abs. nom.	to cut wood	Alt. EUPT translation and commentary: singular feminine participle 'the woman who gathers wood'; written h replaces the expected ending t.
160905	ḥṭbh	ḥṭbh   	ḥṭb(t/&h	ḥṭbt	n. f. pl. abs. nom.	wood-cutter	Alt. DULAT lexical noun ḥṭbt, with written h for expected lexical t.
160906	b	b 	b	b	prep.	in	
160907	grnt	grnt  	grn(I)/t=	grn (I)	n. f. pl. abs. gen.	threshing-floor	Plural after b (Martijn/Tania /t=; EUPT guranāti Gen. f. pl.); DULAT permits masculine and feminine gender.
160908	ḥpšt	ḥpšt	ḥpšt/	ḥpšt	n. f. pl. cstr. gen.	woman gathering straw	Primary DULAT lexical noun in b grnt ḥpšt 'from the threshing-floors, those gathering straw'.
160908	ḥpšt	ḥpšt	ḥpš[/t=	?	vb G act. ptcpl. f. pl. abs. nom.	to gather straw	Alt. Martijn/Tania participle used as an agent noun. EUPT agrees on participial POS but vocalizes feminine singular; DULAT lacks this verbal root.
160908	ḥpšt	ḥpšt	ḥpš[/t	?	vb G act. ptcpl. f. sg. abs. nom.	to gather straw	Alt. EUPT ḥāpišatu, singular feminine active participle 'the woman who gathers straw'.
# KTU 1.14 III:9							
160909	sˤt	sʿt  	sˤ[/t=	/s-ʕ/	vb G pass. ptcpl. f. pl. abs. nom.	to sweep	Primary Martijn/Tania passive participle, parallel to III:7.
160909	sˤt	sʿt  	sˤ[t===	/s-ʕ/	vb G suffc. 3 f. sg.	to sweep	Alt. EUPT G-SK 3 f. sg. saˤât.
160910	b	b 	b	b	prep.	in	
160911	npk	n<p>k    	npk(I)/	nb/pk (I)	n. m. sg. abs. gen.	fountain	Genitive after b; DULAT nb/pk I and Martijn/Tania npk(I)/.
160912	šibt	šibt  	šibt/	šỉbt	n. f. pl. abs. gen.	water bearer	Primary DULAT lexical noun šỉbt.
160912	šibt	šibt  	š(ʔ&ib[/t=	/š-ʔ-b/	vb G act. ptcpl. f. pl. abs. nom.	to draw water	Alt. Martijn/Tania active participle used as an agent noun; EUPT agrees on participial POS but vocalizes feminine singular.
160912	šibt	šibt  	š(ʔ&ib[/t	/š-ʔ-b/	vb G act. ptcpl. f. sg. abs. nom.	to draw water	Alt. EUPT šāʔibatu, singular feminine active participle 'the woman who draws water'.
160913	b	b 	b	b	prep.	in	
160914	bqr	bqr 	bqr/	m/bqr	n. m. sg. abs. gen.	spring	Genitive after b; DULAT m/bqr and Martijn/Tania note bqr as the variant of mqr.
# KTU 1.14 III:10							
160915	mmlat	mmlat  	!m!ml(ʔ&a[:d/t=	/m-l-ʔ/	vb D act. ptcpl. f. pl. abs. nom.	to fill	Martijn and Tania read a D active participle used as an agent noun.
160915	mmlat	mmlat  	!m!ml(ʔ&a[:d/t	/m-l-ʔ/	vb D act. ptcpl. f. sg. abs. nom.	to fill	Alt. EUPT mumalliʔatu, D active participle feminine singular; D marker precedes the ending.
160916	dm	dm  	!!dm[	/d-m/	vb G impv. 2 m. sg.	to remain still	dm ym w ṯn 'keep still one day and a second'. Verb, not dm (II) 'blood': DULAT /d-m/ 'to remain still' cites 'dm ym w ṯn' s.v. 1.14 III:10; EUPT 'dum yôma wa ṯānâ' / 'Verhalte dich ruhig', morph G-Imp. 2.m.Sg. (lemma dmm).
160917	ym	ym  	ym(I)/	ym (I)	n. m. sg. abs. acc.	day	Adverbial accusative after dm 'remain still' (EUPT).
160918	w	w 	w	w	conj.	and	
160919	ṯn	ṯn	ṯn(II)/	ṯn (II)	num. m. sg. abs. acc.	second	Ordinal in dm ym w ṯn 'remain still one day and a second' (DULAT direct attestation).
# KTU 1.14 III:11							
160920	ṯlṯ	ṯlṯ  	ṯlṯ(II)/	ṯlṯ (II)	num. m. sg. abs. acc.	third	Ordinal continuation of the day-count.
160921	rbˤ	rbʿ  	rbˤ/	rbʕ	num. m. sg. abs. acc.	fourth	Ordinal continuation of the day-count.
160922	ym	ym  	ym(I)/	ym (I)	n. m. sg. abs. acc.	day	Adverbial accusative in rbˤ ym 'a fourth day' (EUPT).
160923	ymš	ymš 	&y(ḫmš(I)/	ḫmš (I)	num.	five	Scribal y for expected ḫ: the day sequence continues ṯlṯ “three,” rbˤ “four,” ymš = ḫmš “five,” ṯdṯ “six.”
# KTU 1.14 III:12							
160924	ṯdṯ	ṯdṯ  	ṯdṯ/	ṯdṯ	num. m. sg. abs. acc.	sixth	Ordinal continuation of the day-count (DULAT; EUPT).
160925	ym	ym  	ym(I)/	ym (I)	n. m. sg. abs. acc.	day	Adverbial accusative of duration (EUPT).
160926	ḥẓk	ḥẓk  	ḥẓ/+k	ḥẓ	n. m. pl. cstr. acc. + 2 m. sg. suff.	arrow	Object in ḥẓk al tšˤl 'do not shoot your arrows' (DULAT; EUPT Akk. m. pl. with suffix).
160927	al	al  	al(I)	ảl (I)	neg. functor	no	
160928	tšˤl	tšʿl	!t!]š]ˤl(y[	/ʕ-l-y/	vb Š prefc. 2 m. sg.	to raise, shoot	DULAT cites ḥẓk al tšˤl qrth, “do not shoot your arrows against the city,” under /ʕ-l-y/ at CAT 1.14 III:12; compare tšˤly in KTU 1.5 and 1.6.
# KTU 1.14 III:13							
160929	qrth	qrth  	qr(t(I)/t~h	qrt (I)	n. f. sg. abs. acc. + dir. -h	city	Directive qrth 'toward/against the city' (Martijn/Tania; EUPT Term. f. sg.), not a possessive suffix.
160930	abnydk	abn .ydk	abn/ yd(I)/+k	ảbn | yd (I)	n. f. pl. cstr. nom. | n. f. sg. cstr. gen. + 2 m. sg. suff.	stone | hand	DULAT cites ảbn ydk mšdpt, “the stones thrown by your hand,” at CAT 1.14 III:13.
# KTU 1.14 III:14							
160931	mšdpt	mšdpt  	!m!]š](ndp[/t	/n-d-p/	vb Š act. ptcpl. f. sg. abs. gen.	to throw	Feminine Š active participle modifying abn 'stones thrown by your hand' (Martijn/Tania; EUPT Gen. f. sg.).
160932	w	w 	w	w	conj.	and	
160933	hn	hn  	hn	hn	functor	1) as a deictic functor	
160934	špšm	špšm	špš/~m	špš	n. f. sg. abs. + encl. -m	sun	Temporal locative with enclitic -m, parallel to 160885 (Martijn/Tania; EUPT); CUC has no locative-case POS token.
# KTU 1.14 III:15							
160935	b	b 	b	b	prep.	2) temporal situation a) time when something happens	
160936	šbˤ	šbʿ  	šbˤ(I)/	šbʕ (I)	num. m. sg. abs. gen.	seventh	Temporal b šbˤ 'on the seventh'; DULAT numerical reading retained over EUPT's substantivized noun tag.
160937	w	w 	w	w	conj.	and	
160938	l	l  	l(II)	l (II)	adv.	no	
160939	yšn	yšn  	!y!(yšn[	/y-š-n/	vb G prefc. 3 m. sg.	to sleep, fall asleep	
160940	pbl	pbl	pbl/	pbl	PN m. sg. abs. nom.	Pabilu	Subject of l yšn 'could not sleep' (DULAT direct attestation).
# KTU 1.14 III:16							
160941	mlk	mlk  	mlk(I)/	mlk (I)	n. m. sg. abs. nom.	king	Apposition to Pabilu and subject of the following auditory clauses (EUPT Nom. m. sg.).
160942	l	l 	l(I)	l (I)	prep.	to	
160943	qr	qr  	qr(II)/	qr (II)	n. m. sg. cstr. gen.	noise	
160944	ṯigt	ṯigt 	ṯig(t/t	ṯỉgt	n. f. sg. cstr. gen.	neighing	
160945	ibrh	ibrh	ibr(I)/+h	ỉbr (I)	n. m. pl. cstr. gen. + 3 m. sg. suff.	bull, stallion	EUPT translation takes 'his bulls' as primary and 'stallions' as an alternative because ibrh parallels his donkeys; DULAT ỉbr I covers the bovine reading and also records the equid proposal.
# KTU 1.14 III:17							
160946	l	l 	l(I)	l (I)	prep.	to	
160947	ql	ql  	ql(I)/	ql (I)	n. m. sg. cstr. gen.	3) roar	
160948	nhqt	nhqt  	nhq(t/t	nhqt	n. f. sg. cstr. gen.	braying	
160949	ḥmrh	ḥmrh	ḥmr(I)/+h	ḥmr (I)	n. m. pl. cstr. gen. + 3 m. sg. suff.	donkey	Suffixed construct 'the braying of his donkeys' (EUPT; DULAT direct phrase).
# KTU 1.14 III:18							
160950	l	l 	l(I)	l (I)	prep.	to	
160951	gˤt	gʿt  	gˤ(t/t	gʕt	n. f. sg. cstr. gen.	bellowing	
160952	alp	alp  	alp(I)/	ảlp (I)	n. m. pl. cstr. gen.	bullock	EUPT vocalizes a plural construct in 'the bellowing of the ploughman's cattle'; DULAT ảlp I.
160953	ḥrṯ	ḥrṯ  	ḥrṯ/	ḥrṯ	n. m. sg. abs. gen.	ploughman	Primary DULAT noun 'ploughman/farmhand', dependent on alp.
160953	ḥrṯ	ḥrṯ  	ḥrṯ[/	/ḥ-r-ṯ/	vb G act. ptcpl. m. sg. abs. gen.	to plough	Alt. Martijn/Tania active participle used as an agent noun.
160954	zġt	zġt	zġ(t/t	zġt	n. f. sg. cstr. gen.	howl	
# KTU 1.14 III:19							
160955	klb	klb  	klb(I)/	klb (I)	n. m. pl. cstr. gen.	dog	EUPT vocalizes plural construct kalabī in 'the howl of the dogs'; DULAT klb.
160956	ṣpr	ṣpr  	ṣpr(I)/	ṣpr (I)	n. m. sg. abs. gen.	bird	Construct phrase klb ṣpr, literally 'bird-dogs'; EUPT interprets hunting/watchdogs but notes that the etymology of ṣpr is insecure. DULAT retains ṣpr I 'bird'.
160957	w	w 	w	w	conj.	and	
160958	ylak	ylak	!y!l(ʔ&ak[	/l-ʔ-k/	vb G prefc. 3 m. sg.	to send (a message)	
# KTU 1.14 III:20							
160959	mlakm	mlakm  	mlak/m	mlảk	n. m. du. abs. acc.	messenger	Direct object of ylak; EUPT malʔakêma Akk. m. dual.
160960	lk	lk  	l(I)+k	l (I)	prep. + 2 m. sg. suff.	to you	Suffixed preposition (Martijn/Tania).
160961	ˤm	ʿm  	ˤm(I)	ʕm (I)	prep.	to	
160962	krt	krt	krt/	krt	PN m. sg. abs. gen.	Kirta	Object of ˤm 'to/with' (Martijn/Tania; DULAT).
# KTU 1.14 III:21							
160963	mswnh	mswnh  	mswn/+h	mswn	n. m. sg. cstr. acc. + 3 m. sg. suff.	delegate	Suffixed object/apposition 'his delegate' (EUPT Akk. m. sg. construct).
160964	tḥm	tḥm  	tḥm/	tḥm	n. m. sg. cstr. nom.	message	Construct in tḥm pbl mlk 'message of Pabilu, the king' (DULAT; EUPT).
160965	pblmlk	pbl .mlk	pbl/ mlk(I)/	pbl | mlk (I)	PN m. sg. abs. gen. | n. m. sg. abs. gen.	Pabilu | king	Two words joined in one TF token despite the divider: pbl + mlk. DULAT cites tḥm pbl mlk 'message of Pabilu, the king'.
# KTU 1.14 III:22							
160966	qḥ	qḥ  	!!(lqḥ[	/l-q-ḥ/	vb G impv. m. sg.	to take	Imperative introducing the ransom list (Martijn/Tania; DULAT; EUPT).
160967	ksp	ksp  	ksp/	ksp	n. m. sg. abs. acc.	silver	Direct object of qḥ; parallel to 160679/160681.
160968	w	w 	w	w	conj.	and	
160969	yrq	yrq  	yrq/	yrq	n. m. sg. cstr. acc.	greenish-yellow metal/gold	yrq ḫrṣ 'yellow gold', construct expression coordinated with ksp (DULAT; EUPT).
160970	ḫrṣ	ḫrṣ	ḫrṣ/	ḫrṣ	n. m. sg. abs. acc.	gold	Genitive semantics inside yrq ḫrṣ, but the whole unmarked object phrase is accusative as in the parallel at I:52–II:1.
# KTU 1.14 III:23							
160971	yd	yd  	yd(I)/	yd (I)	n. f. sg. cstr. acc.	together with	Grammaticalized yd I: DULAT translates yrq ḫrṣ yd mqmh 'yellow gold together with its source'; EUPT labels it a preposition.
160972	mqmh	mqmh  	mqm/+h	mqm	n. m. sg. cstr. gen. + 3 m. sg. suff.	place, source	'Its source/place', parallel to 160683.
160973	w	w 	w	w	conj.	and	
160974	ˤbdˤlm	ʿbd .ʿlm	ˤbd(I)/ ˤlm(I)/	ʕbd (I) | ʕlm (I)	n. m. sg. cstr. acc. | n. m. sg. abs. gen.	servant | eternity	Two joined words: ˤbd ˤlm 'a perpetual slave', direct object in the ransom list; parallel to II:2.
# KTU 1.14 III:24							
160975	ṯlṯ	ṯlṯ  	ṯlṯ(I)/	ṯlṯ (I)	num. m. sg. abs. acc.	three	Primary EUPT and context-labeling Workbook VII reading 'three horses', matching the parallel ransom list in II:2–3.
160975	ṯlṯ	ṯlṯ  	ṯlṯ(III)/	ṯlṯ (III)	n. m. pl. cstr. acc.	charioteer	Alt. current DULAT direct attestation: ṯlṯ sswm mrkbt 'charioteers of a chariot'.
160976	sswm	sswm  	ssw/m	s:śs/św	n. m. pl. abs. acc.	horse	Primary EUPT/context-labeling cardinal phrase 'three horses'; masculine plural accusative.
160976	sswm	sswm  	ssw/m	s:śs/św	n. m. pl. cstr. acc.	horse	Alt. construct state under DULAT's occupational reading ṯlṯ sswm mrkbt 'charioteers of a chariot'.
160977	mrkbt	mrkbt	mrkb(t/t	mrkbt	n. f. sg. abs. acc.	chariot	Primary EUPT translation/morphology and current DULAT: one chariot in the ransom list.
160977	mrkbt	mrkbt	mrkb(t/t=	mrkbt	n. f. pl. abs. acc.	chariot	Alt. Martijn/Tania plural ending /t=, matching the plural reading adopted in the parallel at II:3.
# KTU 1.14 III:25							
160978	b	b 	b	b	prep.	from	b trbṣ 'from the stable', parallel to II:3.
160979	trbṣ	trbṣ  	trbṣ/	trbṣ	n. m. sg. cstr. gen.	yard, stable	Construct after b and before bn amt; parallel to 160691.
160980	bn	bn  	bn(I)/	bn (I)	n. m. sg. cstr. gen.	son	bn amt 'son of a slave-woman' (DULAT direct attestation), not b + enclitic n.
160981	amt	amt	am(t(I)/t	ảmt (I)	n. f. sg. abs. gen.	female slave	Genitive complement of bn; noun, not /m-t/ 'die'.
# KTU 1.14 III:26							
160982	qḥ	qḥ  	!!(lqḥ[	/l-q-ḥ/	vb G impv. m. sg.	to take	Imperative, with Kirta as vocative.
160983	krt	krt  	krt/	krt	PN m. sg. abs. nom.	Kirta	Vocative addressee of qḥ.
160984	šlmm	šlmm	šlm(II)/m	šlm (II)	n. m. pl. abs. acc.	communion sacrifice	Plural object with -m (Martijn/Tania; EUPT Akk. m. pl.), not enclitic -m.
# KTU 1.14 III:27							
160985	šlmm	šlmm  	šlm(II)/m	šlm (II)	n. m. pl. abs. acc.	communion sacrifice	Repeated plural object with -m (Martijn/Tania; EUPT).
160986	w	w 	w	w	conj.	and	
160987	ng	ng  	!!ng(y[	/n-g(-y)/	vb G impv. m. sg.	to depart	Imperative addressed to the king (Martijn/Tania; DULAT; EUPT G-Imp. 2 m. sg.).
160988	mlk	mlk	mlk(I)/	mlk (I)	n. m. sg. abs. nom.	king	Vocative addressee of ng.
# KTU 1.14 III:28							
160989	l	l 	l(I)	l (I)	prep.	to	
160990	bty	bty  	bt(II)/+y	bt (II)	n. m. sg. cstr. gen. + 1 c. sg. suff.	house	Suffixed bty 'my house' after l.
160991	rḥq	rḥq  	!!rḥq[	/r-ḥ-q/	vb G impv. m. sg.	to go away	Imperative (Martijn/Tania); DULAT also permits adjectival rḥq 'far', retained in the comment rather than as the clause's primary parse.
160992	krt	krt	krt/	krt	PN m. sg. abs. nom.	Kirta	Vocative addressee.
# KTU 1.14 III:29							
160993	l	l 	l(I)	l (I)	prep.	to	
160994	ḥẓry	ḥẓry  	ḥẓr/+y	ḥẓr	n. m. sg. cstr. gen. + 1 c. sg. suff.	mansion	Suffixed ḥẓry 'my mansion' after l.
160995	al	al  	al(I)	ảl (I)	neg. functor	no	
160996	tṣr	tṣr	!t=!ṣr(r[	/ṣ-r(-r)/	vb G prefc. 2 m. sg.	to besiege	Prohibitive al tṣr 'do not besiege'; geminate root normalized from Martijn/Tania !t!ṣr(r[.
# KTU 1.14 III:30							
160997	udm	udm  	udm/	ủdm	TN f. sg. abs. acc.	Udum	Object of al tṣr (EUPT Akk. f. sg.).
160998	rbt	rbt  	rb(I)/t	rb (I)	adj. f. sg. abs. acc.	great	Agrees with accusative Udum (EUPT).
160999	w	w 	w	w	conj.	and	
161000	udm	udm  	udm/	ủdm	TN f. sg. abs. acc.	Udum	Second coordinated object of al tṣr (EUPT).
161001	ṯrrt	ṯrrt	ṯrr(t/t	ṯrrt	adj. f. sg. abs. acc.	powerful	Agrees with accusative Udum (EUPT).
# KTU 1.14 III:31							
161002	udm	udm  	udm/	ủdm	TN f. sg. abs. nom.	Udum	Subject of the nominal clause 'Udum is the gift of El'.
161003	ytnat	ytn[[a]]t    	ytn(t/t	ytnt	n. f. sg. cstr. nom.	gift	DULAT, Martijn, and Tania identify ytnt “gift,” not /y-t-n/ verbal morphology.
161004	il	il  	il(I)/	ỉl (I)	DN m. sg. abs. gen.	El	Genitive complement of ytnt 'gift of El' (DULAT; EUPT).
161005	w	w 	w	w	conj.	and	
161006	ušn	ušn	ušn/	ủšn	n. m. sg. cstr. nom.	present	Coordinated predicate ušn ab adm 'present of the Father of Man'.
# KTU 1.14 III:32							
161007	ab	ab  	ab/	ảb	n. m. sg. cstr. gen.	father	Construct in ab adm 'Father of Man'.
161008	adm	adm  	adm(I)/	ảdm (I)	n. m. sg. abs. gen.	man	Genitive complement in the epithet ab adm.
161009	w	w 	w	w	conj.	and	
161010	ṯṯb	ṯṯb	!!]ṯ]ṯb[	/ṯ-b/	vb Š impv. m. sg.	to send, answer	Martijn/Tania: ṯ is an assimilated variant of the Š-stem formative; imperative addressed to the messengers.
# KTU 1.14 III:33							
161011	mlakm	mlakm  	mlak/m	mlảk	n. m. du. abs. acc.	messenger	Two messengers, direct object/addressee; EUPT Akk. m. dual.
161012	lh	lh  	l(I)+h	l (I)	prep. + 3 m. sg. suff.	to him	Suffixed preposition lh.
161013	lm	lm  	lm(II)	lm (II)	interr. pn.	why, what for	DULAT directly cites lm ank 'what do I wish for?'; EUPT translation likewise 'Why should I take silver and gold?' This is interrogative lm II, not l + enclitic m.
161014	ank	ank	ank	ảnk	pers. pn.	1) i d) with ellipsis of the vb	
# KTU 1.14 III:34							
161015	ksp	ksp 	ksp/	ksp	n. m. sg. abs. acc.	silver	Direct object, repeating the ransom list.
161016	w	w 	w	w	conj.	and	
161017	yrq	yrq  	yrq/	yrq	n. m. sg. cstr. acc.	greenish-yellow metal/gold	Construct expression yrq ḫrṣ, parallel to III:22.
161018	ḫrṣ	ḫrṣ 	ḫrṣ/	ḫrṣ	n. m. sg. abs. acc.	gold	Object phrase, parallel to III:22.
# KTU 1.14 III:35							
161019	ydmqmh	yd .mqmh  	yd(I)/ mqm/+h	yd (I) | mqm	n. f. sg. cstr. acc. | n. m. sg. cstr. gen. + 3 m. sg. suff.	together with | place	Two joined words, yd + mqmh; grammaticalized yd and suffixed mqm, parallel to 160971–160972.
161020	w	w 	w	w	conj.	and	
161021	ˤbd	ʿbd	ˤbd(I)/	ʕbd (I)	n. m. sg. cstr. acc.	servant	Object in ˤbd ˤlm 'a perpetual slave'.
# KTU 1.14 III:36							
161022	ˤlm	ʿlm  	ˤlm(I)/	ʕlm (I)	n. m. sg. abs. gen.	eternity	Genitive in ˤbd ˤlm 'slave in perpetuity'; noun, not ˤl + enclitic m.
161023	ṯlṯ	ṯlṯ  	ṯlṯ(I)/	ṯlṯ (I)	num. m. sg. abs. acc.	three	Primary EUPT and context-labeling Workbook VII cardinal 'three horses', repeating III:24.
161023	ṯlṯ	ṯlṯ  	ṯlṯ(III)/	ṯlṯ (III)	n. m. pl. cstr. acc.	charioteer	Alt. current DULAT occupational reading.
161024	sswm	sswm  	ssw/m	s:śs/św	n. m. pl. abs. acc.	horse	Primary EUPT/context-labeling cardinal phrase; masculine plural accusative.
161024	sswm	sswm  	ssw/m	s:śs/św	n. m. pl. cstr. acc.	horse	Alt. construct state under DULAT's occupational reading.
161025	mrkbt	mrkbt	mrkb(t/t	mrkbt	n. f. sg. abs. acc.	chariot	Primary EUPT translation/morphology and current DULAT: one chariot, repeating III:24.
161025	mrkbt	mrkbt	mrkb(t/t=	mrkbt	n. f. pl. abs. acc.	chariot	Alt. Martijn/Tania plural ending /t=.
# KTU 1.14 III:37							
161026	b	b 	b	b	prep.	from	Introduces b trbṣt bn amt, parallel to III:25.
161027	trbṣt	trbṣt   	trbṣ/&t	trbṣ	n. m. sg. cstr. gen.	yard, stable	Martijn/Tania mark final t as a scribal addition to trbṣ; construct before bn amt.
161028	bn	bn  	bn(I)/	bn (I)	n. m. sg. cstr. gen.	son	bn amt 'son of a slave-woman', not b + enclitic n.
161029	amt	amt	am(t(I)/t	ảmt (I)	n. f. sg. abs. gen.	female slave	Genitive noun, not /m-t/ 'die'.
# KTU 1.14 III:38							
161030	p	p 	p(I)	p (I)	conj. functor	and	
161031	d	d  	d	d	det. or rel. functor	3) the one (who / that)	
161032	in	in  	in/	ỉn	n. m. sg. abs. nom.	lack, absence	DULAT lexical noun ỉn 'lack/absence', functioning as the negative existence expression in d in b bty; EUPT labels it an existence particle.
161033	b	b 	b	b	prep.	in	
161034	bty	bty  	bt(II)/+y	bt (II)	n. m. cstr. gen.	1) house	
161035	ttn	ttn	!t=!(ytn[	/y-t-n/	vb G prefc. 2 m. sg.	to give	Second masculine singular addressed to Kirta (EUPT tâtin), not 3 f. sg.
# KTU 1.14 III:39							
161036	tn	tn  	!!(ytn[	/y-t-n/	vb G impv. m. sg.	to give	Imperative tn ly 'give to me' (Martijn/Tania).
161037	ly	ly  	l(I)+y	l (I)	prep.	to	
161038	mṯt	mṯt  	mṯ(t/t	mṯt	n. f. sg. abs. acc.	damsel	Direct object of tn (EUPT Akk. f. sg.).
161039	ḥry	ḥry	ḥry/	ḥry	PN f. sg. abs. acc.	Ḥurriya	Personal name in apposition to mṯt (DULAT; EUPT; context-labeling PN Workbook II), not ḥr 'intestine' + 1 c. sg. suffix.
# KTU 1.14 III:40							
161040	nˤmt	nʿmt  	nˤm(t(I)/t	nʕmt (I)	adj. f. sg. abs. acc.	graceful	Agrees with accusative mṯt ḥry (EUPT).
161041	špḥ	špḥ  	špḥ/	špḥ	n. m. sg. abs. acc.	family, clan	Accusative in nˤmt špḥ bkrk 'the most graceful of the clan of your firstborn' (DULAT; EUPT allows m./f.).
161042	bkrk	bkrk	bkr/+k	bkr	n. m. sg. cstr. acc. + 2 m. sg. suff.	firstborn	Suffixed construct bkrk 'your firstborn' (DULAT direct attestation; EUPT Akk.).
# KTU 1.14 III:41							
161043	d	d 	d	d	det. or rel. functor	2) which	
161044	k	k  	k(I)	k (I)	prep.	like	
161045	nˤm	nʿm  	nˤm(II)/	nʕm (II)	n. m. sg. cstr. gen.	grace	Construct in k nˤm ˤnt 'like the grace of Anat' (DULAT; EUPT).
161046	ˤnt	ʿnt  	ˤn(t(I)/t	ʕnt (I)	DN f. sg. abs. gen.	Anat	Genitive complement of nˤm (EUPT GN Gen. f. sg.); context-labeling DN Workbook I independently indexes Anat here.
161047	nˤmh	nʿmh	nˤm(II)/+h	nʕm (II)	n. m. sg. cstr. nom. + 3 f. sg. suff.	grace	Nominal predicate nˤmh 'her grace'; suffixed nouns take construct-state morphology.
# KTU 1.14 III:42							
161048	km	km  	km	km	prep./conj./adv.		
161049	tsm	tsm  	tsm/	tsm	n. m. sg. cstr. gen.	beauty	Construct in km tsm ˤṯtrt 'like the beauty of Athtart'.
161050	ˤṯtrt	ʿṯtrt  	ˤṯtr(t(I)/t	ʕṯtrt (I)	DN f. sg. abs. gen.	ʕAṯtartu/Athtart	km tsm ʕṯtrt tsmh 'like the beauty of Athtart is her beauty'. The goddess, not toponym ʕṯtrt II: DULAT and EUPT identify the divine name, and context-labeling DN Workbook I indexes Athtart at III:42. Abs., not cstr.; tsm is the construct head.
161051	tsmh	tsmh	tsm/+h	tsm	n. m. sg. cstr. nom. + 3 f. sg. suff.	beauty	Nominal predicate tsmh 'her beauty' (EUPT Nom. m. sg. St. cs.).
# KTU 1.14 III:43							
161052	d	d 	d	d	det. or rel. functor	the one(s) of	
161053	ˤqh	ʿqh  	ˤq/+h	ʕq	n. m. cstr. nom. + 3 f. sg. suff.	pupil	Suffixed natural-pair noun 'her pupils'; number is not morphographically expressed.
161054	ib	ib  	ib(II)/	ỉb (II)	n. m. cstr. nom.	fruit	Construct before iqni: 'gems/fruits of lapis lazuli' (DULAT).
161055	iqni	iqni  	iqn(u&i/	ỉqnủ	n. m. sg. abs. gen.	lapis-lazuli gem	Genitive complement of ib (EUPT Gen. m. sg.).
161056	ˤpˤph	ʿpʿ[p]h	ˤpˤp/+h	ʕpʕp	n. m. du. cstr. nom. + 3 f. sg. suff.	eyelid	Natural dual 'her eyelids' (EUPT Nom. m. dual construct).
# KTU 1.14 III:44							
161057	sp	sp  	sp/	sp	n. m. du. cstr. nom.	bowl	EUPT reads the paired bowls as dual construct.
161058	ṯrml	ṯrml  	ṯrml/	ṯrml	n. m. sg. abs. gen.	alabaster	Genitive material/complement after sp (EUPT Gen. m. sg.).
161059	tḥgrn	tḥgrn  	!t!ḥgr[+n	/ḥ-g-r/	vb G prefc. + 3 f. pl. suff.	to gird	Martijn/Tania: subject/person is obscure (3 f. sg. or plural proposed); +n refers to the following breasts. EUPT leaves the form unvocalized.
