# KTU 1.5 I:1
140417	ard	ard 	!(ʔ&a!(yrd[	/y-r-d/	vb	to go down	
140418	b	b	b	b	prep.	in	
140419	arṣ	arṣ 	arṣ/	ảrṣ	n. f.	earth	
140420	ap	ap	ap(I)	ảp (I)	adv.	also	
# KTU 1.5 VI:26
140421	ˤnt	ʿnt 	ˤnt(I)/	ʕnt (I)	DN	ʿAnatu	
140422	ttlk	ttlk 	!t!]t](hlk[	/h-l-k/	vb	to go  go away	
140423	w	w	w	w	conj.	and	
140424	tṣd	tṣd 	!t!ṣd[	/ṣ-d/	vb	to hunt	
140425	kl	kl 	kl/	kl	n. m.	totality	
140426	ġr	ġr	ġr(I)/	ġr (I)	n. m.	mountain	
# KTU 1.5 VI:27
140427	l	l	l(I)	l (I)	prep.	to	
140428	kbd	kbd 	kbd(I)/	kbd (I)	n.	liver	in context likely locative “midst/interior” (Wyatt p129: “every mountain in the midst of the earth”).
140429	arṣ	arṣ 	arṣ/	ảrṣ	n. f.	earth	
140430	kl	kl 	kl/	kl	n. m.	totality	
140431	gbˤ	gbʿ	gbˤ/	gbʕ	n. m.	hill	
# KTU 1.5 VI:28
140432	lkbd	l kbd 	l(I)+kbd(I)/	l (I), kbd (I)	prep., n.	to, liver	context-sensitive rendering “to/in the midst” also fits Wyatt p129.
140433	šdm	šdm 	šd(I)/m	šd (I)	n. m.	open field	
140434	tmġ	tmġ 	!t!mġ(y[	/m-ġ-y/	vb	to come	
140435	l	l	l(I)	l (I)	prep.	to	
140436	nˤmy	nʿmy	nˤmy(I)/	nʕmy (I)	n. f.	delight	
# KTU 1.5 VI:29
140437	arṣ	arṣ 	arṣ/	ảrṣ	n. f.	earth	
140438	dbr	 dbr 	dbr(II)/	dbr (II)	n. m.	plague	
140439	ysmt	ysmt 	ysmt/	ysmt	n. f.	handsomeness	
140440	šd	šd	šd(I)/	šd (I)	n. m.	open field	
# KTU 1.5 VI:30
140441	šḥlmmt	šḥlmmt 	šḥlmmt/	šḥlmmt	TN	Mortality-Shore	
140442	tmġ	tmġ 	!t!mġ(y[	/m-ġ-y/	vb	to come	
140443	l	l	l(I)	l (I)	prep.	to	
140444	bˤl	bʿl 	bˤl(II)/	bʕl (II)	DN	Baʿlu	
140445	npl	npl	npl[	/n-p-l/	vb	to fall	
# KTU 1.5 VI:31
140446	l	l	l(I)	l (I)	prep.	to	
140447	arṣ	arṣ 	arṣ/	ảrṣ	n. f.	earth	
140448	lpš	lpš 	lpš/	lpš	n. m.	cloak	
140449	tks	tks 	!t!ks(y[	/k-s-y/	vb	to cover oneself	
140450	mizrtm	mizrtm	mizrt/+m	mỉzrt, -m (I)	n. f.,morph.	garment,	
